OrderID,Customer,Date,Product,Category,Qty,Price,Status
4970,Jack  PHX,03-18-2024,"""Calculator""",Office,6,$24.99,shipped
4971,Tina  BOS,26-09-2024,Lamp,Home,2,40,processing
4972,Quinn  SF,20-02-2024,USB Hub,Electronics,9,$19.99,returned
4973,Diana Prince,05/29/2024,Stapler,Office,2,$15.99,Delivered
4974,Jack  PHX,08-02-2024,"""Pillow""",Home,4,24,Delivered
4975,Alice  NYC,04-10-2024,Lamp,Home,6,39.99,shipped
ORD-4976,Alice Smith,07/25/24,Mouse,Electronics,2,25,shipped
4977,Diana Prince,04/19/2024,Mouse,Electronics,3,25,cancelled
4978,Quinn  SF,08/28/2024,Tablet,Electronics,4,350,Pending
4979,Nate  NYC,07-03-2024,Mouse,Electronics,6,25,delivered
4980,Olivia  LA,15-04-2024,"""Dress""",Clothing,7,50,pending
4981,Charlie  CHI,08-11-2024,Calculator,Office,5,24,Delivered
4982,Quinn  SF,02-07-2024,TShirt,Clothing,5,$25.00,Pending
4983,Ivy  MIA,03-17-2024,"""Socks""",Clothing,6,9.99,Delivered
4984,Nate  NYC,05-08-2024,Jeans,Clothing,8,60,RETURNED
4985,Hank  BOS,08-08-2024,Blanket,Home,6,34.99,RETURNED
4986,Jack  PHX,24-11-2024,Belt,Clothing,2,$29.99,Pending
4987,Hank  BOS,01-10-2024,Tablet,Electronics,1,349,RETURNED
4988,Mia  PDX,24-02-2024,Resistance Band,Sports,1,13,Delivered
4989,Paul  CHI,12-01-2024,Pillow,Home,4,25,shipped
4990,Tina  BOS,07-04-2024,USB Hub,Electronics,6,$19.99,returned
4991,Paul  CHI,19-04-2024,Notebook,Office,1,8.99,delivered
4992,Diana  NYC,11/25/24,Water Bottle,Sports,8,15,RETURNED
4993,Alice  NYC,03/19/2024,Notebook,Office,8,8.99,returned
4994,Olivia  LA,11-06-2024,Rug,Home,7,$89.99,pending
4995,Nate  NYC,19-12-2024,Mouse,Electronics,5,25,pending
4996,Quinn  SF,07/20/2024,Yoga Mat,Sports,9,29.99,cancelled
4997,Diana Prince,03-12-2024,Tablet,Electronics,6,349.99,pending
4998,Frank  DAL,11-03-2024,Keyboard,Electronics,8,45,delivered
4999,Grace  SEA,12/24/24,Binder,Office,3,5,Delivered
5000,Ivy  MIA,29-11-2024,Clock,Home,4,20,cancelled
5001,Ivy  MIA,05-09-2024,Headphones,Electronics,1,89.99,delivered
5002,Hank  BOS,02-03-2024,Pen Set,Office,9,12,Delivered
5003,Bob  LA,11/24/24,Stapler,Office,6,$15.99,RETURNED
5004,Rose  DAL,12-09-2024,Running Shoes,Sports,7,90,shipped
5005,Sam  SEA,12/14/24,Sneakers,Clothing,2,75,pending
5006,Charlie  CHI,12-01-2024,Mouse,Electronics,2,$25.00,delivered
5007,Paul  CHI,22-10-2024,Notebook,Office,5,8,processing
5008,Jack  PHX,04-26-2024,Keyboard,Electronics,3,$45.00,delivered
5009,Hank  BOS,04/16/2024,"""Calculator""",Office,10,25,returned
5010,Alice  NYC,11-12-2024,Calculator,Office,4,24,returned
5011,Diana  NYC,01-04-2024,Dumbbell,Sports,1,39.99,cancelled
5012,Leo  DEN,05/18/2024,Jeans,Clothing,9,60,processing
5013,Hank  BOS,10-05-2024,Belt,Clothing,8,$29.99,returned
5014,Grace  SEA,09-06-2024,Chair,Office,5,200,delivered
5015,Paul  CHI,06/13/2024,Laptop,Electronics,4,800,processing
5016,Grace  SEA,01/15/2024,Running Shoes,Sports,2,89.99,pending
5017,Hank  BOS,23-05-2024,Notebook,Office,3,8.99,shipped
5018,Rose  DAL,05-02-2024,Calculator,Office,4,24,Pending
5019,Diana  NYC,14-07-2024,Sneakers,Clothing,8,75,Pending
5020,Paul  CHI,02/21/2024,Pillow,Home,4,24.99,returned
5021,Charlie  CHI,10-31-2024,Jump Rope,Sports,4,9.99,shipped
5022,Diana  NYC,09-02-2024,Notebook,Office,8,8.99,delivered
5023,Grace  SEA,03-11-2024,TShirt,Clothing,9,25,delivered
5024,Leo  DEN,03-04-2024,Tablet,Electronics,2,349,shipped
5025,Jack  PHX,03-07-2024,Blanket,Home,4,$34.99,delivered
5026,Karen  ATL,15-07-2024,Running Shoes,Sports,6,$89.99,returned
5027,Olivia  LA,01-12-2024,Charger,Electronics,9,14.99,RETURNED
5028,Karen  ATL,14-05-2024,Yoga Mat,Sports,7,29.99,RETURNED
5029,Olivia  LA,05-30-2024,Yoga Mat,Sports,8,30,delivered
ORD-5030,Ivy  MIA,02-08-2024,Pen Set,Office,6,13,Delivered
5031,Frank  DAL,12-13-2024,Clock,Home,10,19.99,delivered
5032,Alice Smith,11/18/2024,Pen Set,Office,1,13,delivered
5033,Paul  CHI,02-07-2024,Headphones,Electronics,5,89,processing
5034,Bob  LA,02-07-2024,"""Notebook""",Office,7,9,shipped
5035,Grace  SEA,10-01-2024,Water Bottle,Sports,6,14,processing
5036,Eve  SF,01/31/24,Rug,Home,8,89,cancelled
5037,Paul  CHI,12-07-2024,Mouse,Electronics,2,$25.00,Pending
5038,Leo  DEN,06-06-2024,Webcam,Electronics,10,59.99,returned
5039,Alice  NYC,03-09-2024,Tablet,Electronics,7,350,Pending
5040,Diana  NYC,22-08-2024,Jacket,Clothing,2,89.99,shipped
5041,Leo  DEN,22-05-2024,Blender,Home,5,45,Pending
5042,Quinn  SF,04-26-2024,Dress,Clothing,2,49.99,processing
5043,Charlie  CHI,09-09-2024,Belt,Clothing,5,30,pending
ORD-5044,Olivia  LA,09/28/2024,Pen Set,Office,5,13,Delivered
5045,Alice  NYC,07-26-2024,Binder,Office,9,6,pending
5046,Jack  PHX,01-09-2024,Water Bottle,Sports,8,$14.99,shipped
5047,Ivy  MIA,07-05-2024,Pillow,Home,1,25,pending
5048,Sam  SEA,19-10-2024,Water Bottle,Sports,3,14.99,Delivered
5049,Olivia  LA,03-02-2024,Coffee Maker,Home,2,59.99,cancelled
5050,Frank  DAL,27-02-2024,Stapler,Office,10,$15.99,Pending
ORD-5051,Paul  CHI,06-12-2024,Smartphone,Electronics,7,699,returned
5052,Leo  DEN,09-05-2024,Pillow,Home,10,24,Delivered
5053,Olivia  LA,08/27/24,Blender,Home,6,44,pending
5054,Alice  NYC,05/24/24,Whiteboard,Office,5,49.99,processing
5055,Karen  ATL,17-05-2024,Pillow,Home,5,24.99,RETURNED
ORD-5056,Paul  CHI,04-04-2024,Pillow,Home,6,25,RETURNED
5057,Sam  SEA,08-28-2024,TShirt,Clothing,3,25,processing
5058,Eve  SF,01/31/2024,Jump Rope,Sports,9,9,Delivered
5059,Frank  DAL,11-08-2024,"""Rug""",Home,7,89,delivered
ORD-5060,Frank  DAL,05-26-2024,Blanket,Home,3,34.99,RETURNED
5061,Paul  CHI,10-09-2024,Blender,Home,4,44,processing
5062,Ivy  MIA,27-02-2024,Blanket,Home,2,34.99,cancelled
5063,Nate  NYC,31-03-2024,Tablet,Electronics,6,349.99,delivered
5064,Tina  BOS,09-17-2024,Clock,Home,8,19.99,cancelled
5065,Bob  LA,01-10-2024,Monitor,Electronics,5,299.99,cancelled
5066,Paul  CHI,15-11-2024,Hat,Clothing,3,20,returned
5067,Charlie  CHI,03-01-2024,Running Shoes,Sports,10,89.99,pending
5068,Jack  PHX,03/20/2024,Notebook,Office,2,8.99,shipped
5069,Diana Prince,01-15-2024,"""Whiteboard""",Office,2,$49.99,cancelled
5070,Bob  LA,05-09-2024,Water Bottle,Sports,7,14.99,cancelled
5071,Jack  PHX,12-12-2024,Running Shoes,Sports,8,90,pending
5072,Jack  PHX,01-28-2024,Clock,Home,9,20,delivered
5073,Frank  DAL,10-21-2024,Toaster,Home,2,29,returned
5074,Leo  DEN,11-12-2024,Whiteboard,Office,7,49,pending
5075,Jack  PHX,12-10-2024,Dumbbell,Sports,3,39,shipped
5076,Hank  BOS,03/28/2024,Resistance Band,Sports,10,12.99,Pending
ORD-5077,Quinn  SF,02-12-2024,Calculator,Office,7,24.99,Delivered
5078,Mia  PDX,03-04-2024,Hat,Clothing,7,20,returned
5079,Paul  CHI,05/15/24,Yoga Mat,Sports,5,29.99,delivered
5080,Diana  NYC,01-29-2024,Dress,Clothing,4,49,Pending
5081,Quinn  SF,01/16/24,Binder,Office,6,6,cancelled
5082,Charlie  CHI,08-07-2024,Mouse,Electronics,9,25,shipped
5083,Charlie  CHI,05/20/2024,Coffee Maker,Home,2,59,cancelled
5084,Olivia  LA,23-02-2024,Tablet,Electronics,1,$349.99,cancelled
5085,Hank  BOS,04-12-2024,"""Coffee Maker""",Home,1,59.99,pending
5086,Charlie  CHI,01-08-2024,Resistance Band,Sports,3,13,Pending
5087,Quinn  SF,28-11-2024,Binder,Office,1,$5.99,returned
5088,Ivy  MIA,02-12-2024,"""Running Shoes""",Sports,5,89,processing
5089,Alice  NYC,05-04-2024,Headphones,Electronics,2,90,returned
5090,Karen  ATL,07/26/2024,Coffee Maker,Home,3,59,cancelled
5091,Ivy  MIA,16-06-2024,Clock,Home,7,19.99,processing
5092,Karen  ATL,01-04-2024,Calculator,Office,5,$24.99,Pending
5093,Bob  LA,05-12-2024,Binder,Office,8,6,processing
ORD-5094,Paul  CHI,29-01-2024,Headphones,Electronics,2,89,processing
5095,Charlie  CHI,28-03-2024,Whiteboard,Office,1,49.99,shipped
5096,Mia  PDX,02-06-2024,Notebook,Office,5,8.99,pending
5097,Ivy  MIA,10-02-2024,Clock,Home,1,19.99,RETURNED
5098,Charlie  CHI,31-03-2024,Monitor,Electronics,9,299,processing
5099,Tina  BOS,07/29/2024,Coffee Maker,Home,5,59.99,processing
5100,Eve  SF,08-12-2024,Tablet,Electronics,9,349.99,delivered
5101,Charlie  CHI,12-09-2024,Hat,Clothing,8,$19.99,shipped
5102,Diana  NYC,06/14/24,Chair,Office,8,199.99,delivered
5103,Nate  NYC,01-04-2024,Lamp,Home,2,39.99,shipped
5104,Rose  DAL,08-11-2024,Jump Rope,Sports,6,9,processing
5105,Paul  CHI,11-05-2024,USB Hub,Electronics,3,19.99,pending
5106,Hank  BOS,26-02-2024,Headphones,Electronics,10,$89.99,pending
5107,Frank  DAL,25-08-2024,Water Bottle,Sports,4,14,delivered
5108,Sam  SEA,18-12-2024,Webcam,Electronics,5,60,Pending
5109,Rose  DAL,07-26-2024,"""Yoga Mat""",Sports,3,30,delivered
5110,Nate  NYC,09-08-2024,Smartphone,Electronics,3,700,returned
5111,Frank  DAL,06/21/2024,Pillow,Home,4,25,RETURNED
5112,Tina  BOS,11-08-2024,USB Hub,Electronics,7,19.99,pending
5113,Mia  PDX,01-28-2024,Binder,Office,4,5,RETURNED
5114,Mia  PDX,01-04-2024,Jacket,Clothing,10,$89.99,Delivered
5115,Rose  DAL,08-12-2024,USB Hub,Electronics,1,19.99,shipped
5116,Rose  DAL,01/29/24,Smartphone,Electronics,5,699.99,delivered
5117,Karen  ATL,04/28/24,Jump Rope,Sports,4,9.99,delivered
5118,Bob  LA,22-12-2024,"""Binder""",Office,9,5.99,delivered
5119,Sam  SEA,24-05-2024,Belt,Clothing,1,30,delivered
5120,Karen  ATL,09-07-2024,TShirt,Clothing,1,$25.00,delivered
5121,Olivia  LA,06/13/24,Pen Set,Office,1,12.99,returned
5122,Rose  DAL,10-04-2024,Calculator,Office,8,$24.99,delivered
5123,Frank  DAL,06/15/24,USB Hub,Electronics,3,19.99,shipped
5124,Karen  ATL,07-02-2024,Webcam,Electronics,9,60,RETURNED
5125,Diana Prince,10-10-2024,Dress,Clothing,2,49,shipped
5126,Leo  DEN,28-09-2024,Pen Set,Office,10,12.99,returned
5127,Leo  DEN,05-12-2024,Pen Set,Office,1,12,Delivered
5128,Leo  DEN,07/27/2024,Pillow,Home,3,24,pending
5129,Mia  PDX,11-09-2024,Jump Rope,Sports,9,9,delivered
5130,Eve  SF,06-07-2024,Sneakers,Clothing,7,75,cancelled
5131,Bob  LA,09-01-2024,Dress,Clothing,2,$49.99,Delivered
5132,Eve  SF,23-10-2024,Yoga Mat,Sports,7,29,cancelled
5133,Grace  SEA,12/20/2024,"""Desk Lamp""",Office,5,35,Delivered
5134,Nate  NYC,06-12-2024,"""Webcam""",Electronics,9,59.99,Delivered
5135,Hank  BOS,02-09-2024,Smartphone,Electronics,9,699.99,cancelled
5136,Bob  LA,04/23/2024,Headphones,Electronics,4,$89.99,processing
5137,Hank  BOS,01/14/2024,"""Water Bottle""",Sports,3,15,pending
5138,Ivy  MIA,13-07-2024,Desk Lamp,Office,9,34,processing
5139,Bob  LA,10-06-2024,"""Hat""",Clothing,3,19,processing
5140,Nate  NYC,09/28/24,Yoga Mat,Sports,8,$29.99,processing
5141,Eve  SF,10/24/2024,Charger,Electronics,2,14.99,pending
5142,Paul  CHI,02/23/24,"""Lamp""",Home,7,$39.99,processing
5143,Nate  NYC,11/28/24,Clock,Home,3,19.99,Pending
5144,Sam  SEA,12/14/2024,USB Hub,Electronics,7,19.99,returned
5145,Frank  DAL,03/28/2024,Headphones,Electronics,3,90,Delivered
5146,Quinn  SF,21-03-2024,Blender,Home,10,$44.99,returned
5147,Tina  BOS,10-12-2024,"""Water Bottle""",Sports,2,14.99,processing
5148,Rose  DAL,05-11-2024,Resistance Band,Sports,6,13,shipped
5149,Bob  LA,03-10-2024,Desk Lamp,Office,7,35,shipped
5150,Eve  SF,04-08-2024,Jeans,Clothing,9,59.99,Pending
5151,Karen  ATL,11/23/24,Resistance Band,Sports,5,$12.99,processing
5152,Rose  DAL,08-12-2024,Belt,Clothing,6,N/A,pending
5153,Quinn  SF,12-06-2024,Headphones,Electronics,2,90,processing
5154,Diana Prince,02-03-2024,Pillow,Home,5,$24.99,RETURNED
5155,Eve  SF,04-10-2024,Resistance Band,Sports,5,$12.99,shipped
ORD-5156,Frank  DAL,28-07-2024,Webcam,Electronics,10,59,pending
5157,Jack  PHX,01-07-2024,Blanket,Home,7,35,RETURNED
5158,Jack  PHX,18-09-2024,Toaster,Home,10,29,Pending
5159,Eve  SF,04-08-2024,Chair,Office,6,199.99,shipped
5160,Frank  DAL,11-11-2024,Tablet,Electronics,7,349,delivered
5161,Alice Smith,04/29/2024,Pen Set,Office,3,12,Pending
5162,Quinn  SF,25-09-2024,Jacket,Clothing,9,89.99,pending
5163,Ivy  MIA,08-08-2024,Running Shoes,Sports,10,89,delivered
5164,Mia  PDX,09-08-2024,Notebook,Office,5,$8.99,Delivered
5165,Sam  SEA,27-11-2024,Belt,Clothing,6,29.99,delivered
5166,Charlie  CHI,26-10-2024,Rug,Home,7,89.99,returned
5167,Bob  LA,19-07-2024,"""Laptop""",Electronics,2,799,RETURNED
5168,Jack  PHX,17-05-2024,"""TShirt""",Clothing,8,25,pending
5169,Paul  CHI,12-31-2024,TShirt,Clothing,6,$25.00,RETURNED
5170,Rose  DAL,25-02-2024,"""Pillow""",Home,4,$24.99,Pending
5171,Mia  PDX,13-12-2024,Laptop,Electronics,1,799.99,returned
5172,Paul  CHI,12-01-2024,Notebook,Office,6,8.99,Delivered
5173,Olivia  LA,09-12-2024,Desk Lamp,Office,10,35,RETURNED
5174,Nate  NYC,12-09-2024,Notebook,Office,4,9,Delivered
5175,Nate  NYC,10-08-2024,Jump Rope,Sports,6,$9.99,shipped
5176,Tina  BOS,31-01-2024,Water Bottle,Sports,10,$14.99,returned
5177,Karen  ATL,01/26/24,Running Shoes,Sports,3,$89.99,Pending
5178,Ivy  MIA,10-09-2024,Monitor,Electronics,3,299.99,Delivered
5179,Jack  PHX,07-08-2024,Dress,Clothing,8,49.99,Delivered
5180,Bob  LA,13-11-2024,Clock,Home,7,20,pending
ORD-5181,Quinn  SF,08/18/24,Pen Set,Office,1,12,delivered
5182,Sam  SEA,03/25/2024,Chair,Office,10,199.99,cancelled
5183,Ivy  MIA,05-11-2024,Jacket,Clothing,9,90,delivered
5184,Frank  DAL,10/15/2024,"""Yoga Mat""",Sports,6,29,returned
5185,Quinn  SF,06/28/24,Dress,Clothing,6,49,pending
5186,Hank  BOS,09/20/24,"""Chair""",Office,8,199.99,Pending
5187,Grace  SEA,14-06-2024,Socks,Clothing,5,$9.99,processing
5188,Ivy  MIA,03/20/2024,Yoga Mat,Sports,4,29.99,pending
5189,Diana  NYC,12-03-2024,Hat,Clothing,3,19.99,returned
5190,Ivy  MIA,27-01-2024,Resistance Band,Sports,8,12,delivered
5191,Alice  NYC,07-03-2024,Jump Rope,Sports,1,9,cancelled
5192,Mia  PDX,03/19/24,Desk Lamp,Office,6,34,shipped
5193,Bob  LA,08/13/2024,Coffee Maker,Home,10,$59.99,processing
5194,Karen  ATL,10/16/24,Hat,Clothing,4,19,processing
5195,Ivy  MIA,08/19/2024,Resistance Band,Sports,9,13,pending
5196,Mia  PDX,06-10-2024,Yoga Mat,Sports,6,29.99,RETURNED
5197,Jack  PHX,25-11-2024,Running Shoes,Sports,2,90,cancelled
5198,Grace  SEA,10-09-2024,"""Pillow""",Home,4,25,Pending
5199,Tina  BOS,02/27/24,Tablet,Electronics,1,$349.99,delivered
5200,Frank  DAL,24-09-2024,Blanket,Home,10,35,delivered
5201,Leo  DEN,04-08-2024,Socks,Clothing,1,9,delivered
5202,Grace  SEA,11/20/2024,Pillow,Home,9,24,pending
5203,Paul  CHI,31-08-2024,Toaster,Home,9,29.99,cancelled
5204,Leo  DEN,15-08-2024,Desk Lamp,Office,3,34.99,shipped
5205,Diana  NYC,10/30/2024,Chair,Office,5,199.99,Pending
5206,Karen  ATL,10-10-2024,Running Shoes,Sports,5,$89.99,delivered
5207,Eve  SF,06-12-2024,Blender,Home,8,$44.99,processing
5208,Olivia  LA,01-16-2024,Smartphone,Electronics,2,699.99,returned
5209,Nate  NYC,22-05-2024,Tablet,Electronics,2,350,Pending
5210,Charlie  CHI,06/19/24,Clock,Home,1,19.99,Delivered
5211,Alice  NYC,20-08-2024,Keyboard,Electronics,6,45,Delivered
5212,Nate  NYC,28-10-2024,Lamp,Home,4,$39.99,shipped
5213,Charlie  CHI,01-11-2024,Notebook,Office,6,8.99,cancelled
5214,Tina  BOS,08-02-2024,Toaster,Home,8,29.99,Pending
5215,Karen  ATL,14-04-2024,Pillow,Home,1,25,pending
5216,Alice  NYC,10-23-2024,Yoga Mat,Sports,7,$29.99,delivered
5217,Mia  PDX,07/22/24,Tablet,Electronics,1,349,Pending
5218,Hank  BOS,03-01-2024,Coffee Maker,Home,1,60,shipped
5219,Sam  SEA,10/31/2024,Clock,Home,4,19.99,Delivered
5220,Bob  LA,05/18/2024,Water Bottle,Sports,9,14,Pending
5221,Eve  SF,21-09-2024,"""Dumbbell""",Sports,8,39.99,shipped
5222,Sam  SEA,06/27/2024,Dumbbell,Sports,4,39,Pending
5223,Mia  PDX,04-05-2024,Toaster,Home,5,29.99,delivered
ORD-5224,Bob  LA,06/19/2024,Blender,Home,5,44,RETURNED
5225,Grace  SEA,03-02-2024,Hat,Clothing,3,19.99,Pending
5226,Quinn  SF,30-05-2024,Notebook,Office,9,$8.99,Delivered
5227,Diana  NYC,17-10-2024,Blender,Home,6,44.99,pending
5228,Grace  SEA,02-13-2024,Binder,Office,8,5.99,returned
5229,Tina  BOS,10/24/24,Smartphone,Electronics,4,699,delivered
5230,Olivia  LA,05/14/24,Binder,Office,5,5.99,RETURNED
5231,Rose  DAL,20-03-2024,Charger,Electronics,10,15,processing
ORD-5232,Charlie  CHI,09/30/2024,Charger,Electronics,3,14,delivered
5233,Quinn  SF,29-05-2024,Coffee Maker,Home,9,59.99,returned
5234,Nate  NYC,07-11-2024,Blender,Home,8,$44.99,pending
5235,Nate  NYC,22-09-2024,Coffee Maker,Home,1,60,processing
5236,Alice Smith,25-12-2024,Clock,Home,10,20,pending
5237,Alice Smith,07/30/24,"""Monitor""",Electronics,2,299.99,shipped
5238,Rose  DAL,20-11-2024,Jacket,Clothing,10,90,Pending
5239,Diana  NYC,07-04-2024,Jump Rope,Sports,4,$9.99,delivered
5240,Eve  SF,15-03-2024,Pillow,Home,10,$24.99,shipped
5241,Paul  CHI,09-16-2024,Chair,Office,3,199,cancelled
5242,Leo  DEN,04-03-2024,Desk Lamp,Office,5,34.99,cancelled
5243,Alice Smith,21-02-2024,Whiteboard,Office,10,50,returned
ORD-5244,Rose  DAL,14-04-2024,Whiteboard,Office,4,$49.99,RETURNED
5245,Grace  SEA,03-17-2024,Jeans,Clothing,3,60,pending
5246,Ivy  MIA,09-08-2024,Monitor,Electronics,8,299.99,Pending
5247,Alice  NYC,19-12-2024,"""Socks""",Clothing,7,10,RETURNED
5248,Bob  LA,08/31/2024,Stapler,Office,5,15.99,pending
5249,Frank  DAL,08/19/24,Calculator,Office,10,$24.99,Pending
5250,Frank  DAL,09/25/24,Calculator,Office,7,24.99,RETURNED
5251,Eve  SF,28-07-2024,Hat,Clothing,4,19.99,RETURNED
5252,Charlie  CHI,20-04-2024,Jacket,Clothing,8,89.99,returned
5253,Jack  PHX,17-09-2024,Clock,Home,7,19.99,cancelled
5254,Charlie  CHI,05-07-2024,"""Clock""",Home,1,20,pending
5255,Sam  SEA,18-07-2024,Keyboard,Electronics,4,45,shipped
5256,Leo  DEN,02-28-2024,Rug,Home,5,90,RETURNED
5257,Eve  SF,27-07-2024,TShirt,Clothing,4,25,Delivered
ORD-5258,Eve  SF,02-08-2024,Blender,Home,1,44,Pending
5259,Nate  NYC,12-02-2024,Dress,Clothing,1,49,cancelled
5260,Eve  SF,07-12-2024,USB Hub,Electronics,10,19.99,Delivered
5261,Paul  CHI,11-29-2024,Blender,Home,4,44,delivered
5262,Tina  BOS,07/15/2024,Toaster,Home,1,29.99,Delivered
5263,Grace  SEA,12-12-2024,Resistance Band,Sports,10,12.99,processing
5264,Quinn  SF,20-02-2024,"""Smartphone""",Electronics,1,699,pending
5265,Grace  SEA,01/16/2024,Monitor,Electronics,7,299.99,RETURNED
5266,Quinn  SF,02-27-2024,Desk Lamp,Office,8,$34.99,pending
5267,Paul  CHI,10/27/24,Pillow,Home,4,24.99,processing
5268,Jack  PHX,18-10-2024,"""Desk Lamp""",Office,10,34,RETURNED
5269,Mia  PDX,01/17/24,Stapler,Office,2,15.99,processing
5270,Paul  CHI,03-03-2024,Jeans,Clothing,4,59.99,Pending
5271,Olivia  LA,03-09-2024,"""Monitor""",Electronics,4,299.99,shipped
5272,Olivia  LA,09-09-2024,Headphones,Electronics,4,$89.99,processing
5273,Charlie  CHI,07-31-2024,Jump Rope,Sports,3,9.99,delivered
ORD-5274,Diana  NYC,10-10-2024,Belt,Clothing,7,29.99,returned
5275,Leo  DEN,11-04-2024,Laptop,Electronics,2,799,RETURNED
5276,Mia  PDX,20-04-2024,Jacket,Clothing,1,89.99,delivered
5277,Sam  SEA,08-02-2024,Yoga Mat,Sports,5,29.99,Pending
ORD-5278,Charlie  CHI,14-03-2024,"""Hat""",Clothing,8,19,pending
5279,Jack  PHX,04-27-2024,"""Resistance Band""",Sports,4,13,cancelled
5280,Diana  NYC,06-08-2024,Hat,Clothing,2,19.99,Delivered
ORD-5281,Diana  NYC,04-15-2024,Webcam,Electronics,6,59.99,pending
5282,Mia  PDX,01-01-2024,Charger,Electronics,3,15,Delivered
5283,Grace  SEA,01-26-2024,Rug,Home,4,89.99,Pending
5284,Quinn  SF,02/21/2024,Calculator,Office,4,24.99,RETURNED
5285,Alice  NYC,15-12-2024,Smartphone,Electronics,7,$699.99,shipped
5286,Charlie  CHI,07-04-2024,Pillow,Home,5,24,delivered
5287,Ivy  MIA,05-27-2024,Whiteboard,Office,5,49,delivered
5288,Diana  NYC,18-02-2024,Yoga Mat,Sports,3,29.99,RETURNED
ORD-5289,Quinn  SF,27-02-2024,Yoga Mat,Sports,1,29.99,RETURNED
5290,Karen  ATL,20-11-2024,Dumbbell,Sports,8,39,delivered
5291,Diana  NYC,04-10-2024,Jacket,Clothing,9,90,Pending
5292,Rose  DAL,03/13/24,Running Shoes,Sports,3,89.99,Delivered
5293,Rose  DAL,26-04-2024,Laptop,Electronics,7,800,shipped
5294,Jack  PHX,12/17/2024,Stapler,Office,8,15.99,shipped
5295,Karen  ATL,10/13/24,Whiteboard,Office,6,49.99,delivered
5296,Tina  BOS,05-08-2024,Lamp,Home,4,40,pending
5297,Eve  SF,01/13/2024,Hat,Clothing,1,19.99,processing
5298,Ivy  MIA,08/14/24,Yoga Mat,Sports,7,30,pending
5299,Nate  NYC,03-26-2024,Pen Set,Office,7,12.99,RETURNED
5300,Karen  ATL,08-03-2024,Jeans,Clothing,2,59,pending
5301,Sam  SEA,07-17-2024,Tablet,Electronics,1,349.99,shipped
5302,Leo  DEN,11-10-2024,Stapler,Office,8,$15.99,cancelled
5303,Tina  BOS,03/24/2024,Running Shoes,Sports,1,89.99,Pending
5304,Leo  DEN,16-07-2024,Keyboard,Electronics,7,45,Pending
5305,Paul  CHI,11-10-2024,Lamp,Home,6,39.99,RETURNED
5306,Charlie  CHI,10-16-2024,Desk Lamp,Office,10,34.99,RETURNED
5307,Alice  NYC,03/14/2024,Dumbbell,Sports,2,39.99,RETURNED
5308,Diana Prince,03/13/24,Running Shoes,Sports,6,90,cancelled
5309,Rose  DAL,09/27/24,Pen Set,Office,2,12.99,RETURNED
5310,Grace  SEA,04/22/24,Webcam,Electronics,7,59,processing
5311,Bob  LA,25-08-2024,"""Jump Rope""",Sports,7,9,pending
5312,Charlie  CHI,23-10-2024,Laptop,Electronics,8,799.99,delivered
5313,Paul  CHI,08-11-2024,Whiteboard,Office,5,49.99,returned
5314,Hank  BOS,29-02-2024,Clock,Home,5,$19.99,RETURNED
5315,Nate  NYC,02-04-2024,Water Bottle,Sports,10,14,cancelled
5316,Paul  CHI,12-12-2024,Desk Lamp,Office,1,$34.99,returned
5317,Bob  LA,02-02-2024,Lamp,Home,2,40,Delivered
5318,Olivia  LA,07/15/2024,Jacket,Clothing,9,89,returned
5319,Nate  NYC,22-03-2024,Pen Set,Office,8,12.99,pending
5320,Nate  NYC,05-07-2024,Blanket,Home,4,34,delivered
5321,Charlie  CHI,11-12-2024,Desk Lamp,Office,4,35,returned
5322,Rose  DAL,07-14-2024,Mouse,Electronics,5,25,delivered
5323,Ivy  MIA,23-05-2024,Pillow,Home,5,24.99,RETURNED
5324,Nate  NYC,09/19/2024,"""Pillow""",Home,2,24,RETURNED
5325,Mia  PDX,05-17-2024,"""Coffee Maker""",Home,9,59.99,processing
5326,Diana Prince,10-07-2024,Calculator,Office,2,24,delivered
5327,Bob  LA,12-09-2024,Pen Set,Office,10,12.99,Delivered
5328,Mia  PDX,14-05-2024,Jacket,Clothing,8,$89.99,delivered
5329,Rose  DAL,12/19/24,"""Pillow""",Home,10,$24.99,processing
ORD-5330,Olivia  LA,06/22/24,Sneakers,Clothing,1,75,cancelled
5331,Quinn  SF,26-05-2024,Dress,Clothing,2,49,Pending
5332,Frank  DAL,29-04-2024,Hat,Clothing,2,$19.99,pending
5333,Frank  DAL,04/16/2024,Yoga Mat,Sports,6,30,pending
5334,Quinn  SF,02-02-2024,"""Keyboard""",Electronics,7,45,delivered
5335,Hank  BOS,01-07-2024,Tablet,Electronics,8,349,processing
5336,Tina  BOS,09/17/24,Toaster,Home,5,29.99,delivered
5337,Alice Smith,09/28/2024,USB Hub,Electronics,2,$19.99,cancelled
5338,Hank  BOS,01/30/2024,Jump Rope,Sports,10,$9.99,pending
5339,Frank  DAL,05-07-2024,Yoga Mat,Sports,10,30,RETURNED
5340,Nate  NYC,08-12-2024,Sneakers,Clothing,3,75,Delivered
5341,Nate  NYC,27-01-2024,Webcam,Electronics,3,$59.99,shipped
5342,Charlie  CHI,12/26/24,Binder,Office,2,6,pending
5343,Alice Smith,10-14-2024,Blender,Home,3,44.99,Pending
5344,Rose  DAL,10-05-2024,Jump Rope,Sports,4,9,Pending
5345,Paul  CHI,26-12-2024,Belt,Clothing,7,29.99,cancelled
